trial
0.03, 83.94, 83.00, 0.01
0.03, 83.32, 81.00, -0.01
0.03, 82.64, 80.00, 0.01
0.03, 81.96, 80.00, -0.01
0.03, 81.22, 79.00, 0.01
0.03, 80.49, 78.00, 0.01
0.03, 79.73, 78.00, 0.01
0.03, 78.94, 77.00, -0.08
0.03, 78.10, 76.00, 0.01
0.03, 77.26, 76.00, 0.01
0.03, 76.40, 75.00, 0.03
0.03, 75.52, 75.00, -0.01
0.03, 74.58, 59.00, 0.01
0.03, 73.65, 73.00, 0.01
0.03, 72.70, 72.00, 0.01
0.03, 71.74, 70.00, 0.01
0.03, 70.75, 69.00, 0.01
0.03, 69.75, 68.00, 0.01
0.03, 68.72, 67.00, 0.03
0.03, 67.68, 66.00, 0.01
0.03, 66.63, 65.00, 0.03
0.03, 65.56, 65.00, 0.03
0.03, 64.47, 64.00, -0.01
0.03, 63.33, 64.00, 0.01
0.03, 62.22, 62.00, -0.11
0.03, 61.04, 54.00, 0.01
0.03, 59.90, 58.00, 0.01
0.03, 58.75, 56.00, 0.03
0.03, 57.59, 56.00, 0.01
0.03, 56.42, 55.00, 0.03
0.03, 55.24, 55.00, 0.03
0.03, 54.06, 54.00, 0.01
0.03, 52.88, 52.00, 0.09
0.03, 51.68, 52.00, 0.01
0.03, 50.49, 50.00, 0.03
0.03, 49.29, 48.00, 0.04
0.03, 48.10, 48.00, 0.04
0.03, 46.89, 46.00, 0.03
0.03, 45.69, 45.00, 0.01
0.03, 44.49, 44.00, 0.04
0.03, 43.30, 44.00, 0.03
0.03, 42.10, 41.00, 0.03
0.03, 40.92, 41.00, 0.46
0.03, 39.76, 30.00, 0.26
0.03, 38.93, 39.00, 7.69
0.03, 38.42, 38.00, 7.67
0.03, 38.24, 37.00, 7.67
0.03, 38.38, 37.00, 7.69
0.03, 38.85, 37.00, 7.69
0.03, 39.65, 37.00, 7.69
0.03, 40.78, 37.00, 7.69
0.03, 42.22, 37.00, 7.67
0.03, 43.99, -5.00, 7.65
0.03, 46.09, 38.00, 7.69
0.03, 48.19, 39.00, 0.21
0.03, 50.29, 13.00, 0.14
0.03, 52.39, 44.00, 0.04
0.03, 54.50, 46.00, 0.03
0.03, 56.58, 49.00, -0.24
0.03, 58.73, 51.00, 0.04
0.03, 60.82, 20.00, 0.38
0.03, 62.89, 56.00, 0.01
0.03, 64.94, 56.00, 0.03
0.03, 66.99, 20.00, 0.19
0.03, 69.04, 30.00, 0.14
0.03, 71.06, 61.00, 0.03
0.03, 73.07, 33.00, 0.14
0.03, 75.06, 38.00, 0.09
0.03, 77.04, 67.00, 0.03
0.03, 79.00, 48.00, 0.16
0.03, 80.93, 72.00, 0.03
0.03, 82.83, 73.00, 0.03
0.03, 84.73, 55.00, 0.16
0.03, 86.58, 76.00, -0.02
0.03, 88.50, 59.00, 0.45
0.03, 90.00, 64.00, 0.13
0.05, 89.90, 82.00, 0.01
0.03, 89.82, 62.00, 0.24
0.03, 89.71, 84.00, 0.01
0.03, 89.57, 84.00, 0.03
0.03, 89.40, 61.00, 0.21
0.03, 89.20, 84.00, 0.04
0.03, 88.97, 84.00, 0.01
0.03, 88.72, 62.00, 0.19
0.03, 88.44, 84.00, 0.03
0.03, 88.12, 84.00, 0.03
0.03, 87.78, 63.00, 0.19
0.03, 87.42, 84.00, 0.04
0.03, 87.02, 84.00, 0.03
0.03, 86.59, 84.00, 0.03
0.03, 86.13, 84.00, 0.03
0.03, 85.65, 84.00, 0.03
0.03, 85.13, 84.00, 0.01
0.03, 84.59, 83.00, 0.01
0.03, 84.03, 64.00, 0.34
0.03, 83.44, 82.00, 0.03
0.03, 82.83, 81.00, 0.03
0.03, 82.19, 80.00, 0.03
0.03, 81.52, 79.00, 0.03
0.03, 80.83, 79.00, 0.03
0.03, 80.12, 78.00, 0.01
0.03, 79.38, 77.00, 0.03
0.03, 78.61, 77.00, 0.03
0.03, 77.82, 76.00, 0.03
0.03, 77.01, 76.00, 0.03
0.03, 76.17, 75.00, 0.04
0.03, 75.31, 74.00, 0.03
0.03, 74.44, 73.00, 0.03
0.03, 73.54, 73.00, 0.03
0.03, 72.63, 72.00, 0.03
0.03, 71.69, 71.00, 0.03
0.03, 70.73, 69.00, 0.01
0.03, 69.76, 68.00, 0.03
0.03, 68.77, 67.00, 0.03
0.03, 67.77, 43.00, 0.21
0.03, 66.76, 65.00, 0.03
0.03, 65.73, 64.00, 0.03
0.03, 64.69, 64.00, 0.03
0.03, 63.63, 64.00, 0.03
0.03, 62.56, 63.00, 0.01
0.03, 61.48, 29.00, 0.14
0.03, 60.40, 59.00, 0.04
0.03, 59.30, 57.00, 0.03
0.03, 58.19, 56.00, 0.01
0.03, 57.08, 56.00, 0.04
0.03, 55.96, 56.00, 0.03
0.03, 54.82, 55.00, -0.09
0.03, 53.63, 53.00, 0.03
0.03, 52.49, 52.00, 0.03
0.03, 51.34, 50.00, 0.01
0.03, 50.18, 50.00, 0.04
0.03, 49.03, 4.00, 0.18
0.03, 47.92, 49.00, 0.03
0.03, 46.77, 46.00, 0.01
0.03, 45.61, 45.00, 0.04
0.03, 44.46, 43.00, 0.04
0.03, 43.31, 43.00, 0.03
0.03, 42.17, 42.00, 0.03
0.03, 41.01, 41.00, -0.04
0.03, 39.83, 41.00, 0.14
0.03, 39.02, 34.00, 7.64
0.03, 38.53, 38.00, 7.69
0.03, 38.36, 37.00, 7.67
0.03, 38.53, 37.00, 7.69
0.03, 39.02, 37.00, 7.69
0.03, 39.84, -20.00, 7.74
0.03, 41.04, 37.00, 7.69
0.03, 42.52, 37.00, 7.69
0.03, 44.32, -7.00, 7.67
0.03, 46.46, 38.00, 7.65
0.03, 48.58, 40.00, 0.08
0.03, 50.71, 14.00, 0.11
0.03, 52.84, 44.00, 0.04
0.03, 54.97, 47.00, 0.03
0.03, 57.09, 7.00, 0.14
0.03, 59.12, 51.00, 0.03
0.03, 61.23, 54.00, 0.03
0.03, 63.32, 56.00, -0.02
0.03, 65.48, 57.00, 0.01
0.03, 67.55, 30.00, 0.04
0.03, 69.60, 33.00, 0.14
0.03, 71.65, 62.00, 0.04
0.03, 73.67, 30.00, 0.18
0.03, 75.68, 38.00, 0.08
0.03, 77.67, 67.00, 0.11
0.03, 79.65, 44.00, 0.21
0.03, 81.61, 46.00, 0.23
0.03, 83.55, 71.00, 0.08
0.03, 85.46, 51.00, 0.23
0.03, 87.37, 52.00, 0.26
0.03, 89.25, 50.00, 0.24
0.03, 90.00, 54.00, 0.24
0.05, 89.94, 53.00, 0.34
0.03, 89.89, 77.00, 0.16
0.03, 89.81, 52.00, 0.36
0.03, 89.72, 52.00, 0.40
0.03, 89.60, 78.00, 0.24
0.03, 89.47, 53.00, 0.41
0.03, 89.33, 52.00, 0.41
0.03, 89.18, 51.00, 0.73
0.03, 89.02, 53.00, 0.43
0.03, 88.85, 52.00, 0.43
0.03, 88.66, 51.00, 0.45
0.03, 88.45, 53.00, 0.43
0.03, 88.23, 77.00, 0.36
0.03, 88.00, 52.00, 0.41
0.03, 87.75, 53.00, 0.43
0.03, 87.49, 77.00, 0.26
0.03, 87.21, 52.00, 0.43
0.03, 86.91, 53.00, 0.43
0.03, 86.60, 77.00, 0.26
0.03, 86.27, 51.00, 0.43
0.03, 85.94, 53.00, 0.45
0.03, 85.58, 77.00, 0.28
